at,CONTENT,RATING,LABELING
2025-12-10 1:28:02,Tidak bisa ambil antrian perlu mengganti nomer Hp tapi untuk verifikasi tidak bisa.,1,NEGATIVE
2025-12-10 1:26:02,BPJS sangat membantu dalam pembiayaan terutama masyarakat ekonomi menengah kebawah. Jika dapat di tingkat paskes (awal) jika melakukan berobat dengan keluhan sama yang di ulang beberapa kali (seperti saya dari tahun 2023 hingga saat ini keluhan flu berat:,5,POSITIVE
2025-12-10 1:01:50,mantap jkn,5,POSITIVE
2025-12-10 0:55:53,"Aplikasi gila,udah coba daptar berkali- kali eror terus. gimana sih ini?!",1,NEGATIVE
2025-12-10 0:55:35,sangat membantu alhamdulilah,5,POSITIVE
2025-12-10 0:53:54,oke mantap,5,POSITIVE
2025-12-10 0:51:25,mantap,5,POSITIVE
2025-12-10 0:46:56,"parah bos,tolong di perbaiki ini akun tidak bisa login jangan minta maaf terus",1,NEGATIVE
2025-12-10 0:43:31,good,5,POSITIVE
2025-12-10 0:42:23,"Kenapa harus update terus ya,kemudian sering eror",5,NEGATIVE
2025-12-10 0:31:05,terimakasih bagus buat ngubah tanpa harus ke kantor nya langsung,5,POSITIVE
2025-12-10 0:30:55,sangat bgus dan cepat,5,POSITIVE
2025-12-10 0:21:51,terus berbuat yang terbaik,5,POSITIVE
2025-12-09 23:59:52,ada peningkatan,5,POSITIVE
2025-12-09 22:47:58,ok la tapi sering susah kalo mau antri online,3,NEGATIVE
2025-12-09 22:44:20,"aplikasinya tidak bisa discreenshoot, lalu mau ambil nomor antrian dipoli selalu penuh. Parah. kenapa tidak seperti dulu saja, antrian langsung dipoli tanpa dibatasi pelayananya.",1,NEGATIVE
2025-12-09 22:24:07,iklan terooos,1,NEGATIVE
2025-12-09 21:44:23,"ngga bisa login. Sudah kirim pengaduan tapi jawaban sama sekali ngga guna. Suruh reset password, tapi apk nya ngga bisa ngiri OTP sudah berkali kali dicoba .pulsa pun ada. ngga ada solusi pdhl sudah berbulan bulan",1,NEGATIVE
2025-12-09 21:42:55,"percuma pake antrian online, sampe klinik di tolak karna kuota BPJS habis!!! satu lagi kebingungan saya kenapa ada menu marketplace di dalam aplikasi ini yang mengarahkan ke marketplace nya ketika di klik???",1,NEGATIVE
2025-12-09 21:37:11,sangat bagus,5,POSITIVE
2025-12-09 20:23:06,setiap kali buka harus login dulu pake nomer KTP.. ada baiknya masuk sekali saja,1,NEGATIVE
2025-12-09 19:22:07,sangat gampang dh aplikasikan..t erimakasih,5,POSITIVE
2025-12-09 18:08:59,cepat dan mudah di gunakan,5,POSITIVE
2025-12-09 17:25:58,muantaaaab,5,POSITIVE
2025-12-09 15:56:58,"sangat mudah dan aman,,juga sesuai harapan",5,POSITIVE
2025-12-09 15:14:15,sangat membantu,5,POSITIVE
2025-12-09 15:10:20,"Bintang berbicara karena ini program dari pemerintah daerah dan pusat, untuk indepidu, harapan semua tampa kendala.",5,POSITIVE
2025-12-09 15:09:07,membantu sekali,5,POSITIVE
2025-12-09 15:04:57,top,5,POSITIVE
2025-12-09 14:50:00,"apalah apk buruk, biometrik ngga selesai_",1,NEGATIVE
2025-12-09 14:32:24,"log in ga bisa tot , perbaikin apk nya napa , atau sengaja biar tdk bisa akses masuk ke apk nya , gatelll",1,NEGATIVE
2025-12-09 14:32:11,"makin kesini makin menyusahkan,, GK bisa login, bilangnya nik salah terus,",1,NEGATIVE
2025-12-09 14:21:38,"Aplikasi jelek. bikin yang bener! mau login aja repot. nyusahin, gabisa diklik masuk. dari pada nyuruh bikin laporan ke email atau datang langsung mending benerin ni aplikasi. udh banyak keluhan tapi ga dibener benerin. jadi pegawai digaji rakyat, kerja y",1,NEGATIVE
2025-12-09 14:19:35,"dari update yang terbaru sekarang ga bisa Screenshot padahal mau di fotocopy tapi ga bisa kenapa si ini mobile jkn? di benerin dong, mau foto copy nih",1,NEGATIVE
2025-12-09 14:17:33,"padahal udah punya akun sudah memasukan NIK sama password dengan benar.. kenapa pas mau login salah terus, susah amat aplikasinya di pake login",2,NEGATIVE
2025-12-09 13:55:40,"gagal muluk aplikasi apaan sich GK jelas menyusahkan aja,",1,NEGATIVE
2025-12-09 13:50:25,Terimakasih bpjs.,5,POSITIVE
2025-12-09 13:43:21,Alhamdulillah,5,POSITIVE
2025-12-09 13:37:37,pelayanan cepat,5,POSITIVE
2025-12-09 13:13:07,masih oke,5,POSITIVE
2025-12-09 13:11:46,"gak ngerti buat mendaftar log in, kok harus ada kode referral segala? Bukannya memudahkan tapi memperSulit!",1,NEGATIVE
2025-12-09 12:37:11,lumayan bagus,4,POSITIVE
2025-12-09 12:20:31,bagus aplikasinya,4,POSITIVE
2025-12-09 12:14:06,bagus,5,POSITIVE
2025-12-09 12:01:02,jadi mudah,5,POSITIVE
2025-12-09 11:51:48,sangat bermanfaat,5,POSITIVE
2025-12-09 11:51:20,pelayanan bagus,5,POSITIVE
2025-12-09 11:51:08,terbaik bos,5,POSITIVE
2025-12-09 11:33:22,customer service setiap ada masalah sistem di aplikasi malah suruh tanyakan ke rumah sakit apa fungsi nya customer servis tidak menyelesaikan masalah kalau begitu,1,NEGATIVE
2025-12-09 11:04:16,aplikasi yang sangat bagus dan sangat membantu,5,POSITIVE
2025-12-09 11:02:46,apknya eror untuk login gak bisa tolong di benerin dong,1,NEGATIVE
2025-12-09 10:59:36,aplikasi tolool,1,NEGATIVE
2025-12-09 10:44:29,suka error,1,NEGATIVE
2025-12-09 10:37:40,sudah paling Update malah eror terussssss,1,NEGATIVE
2025-12-09 10:26:39,"ga bisa login, captcha nya muter doang",2,NEGATIVE
2025-12-09 10:20:20,"kita daftar berobat harus lewat online,tapi kenyataan dari aplikasi ini apa?suka keluar sendiri, waktu mau login lagi, tidak bisa bisa, selau loading padahan apk lain tidak loading, mau berobat saja susah, padahal kita aja bayar meskipun itu perbulan!!!,m",1,NEGATIVE
2025-12-09 10:18:32,"tolong di perbaiki, kode captha muter doang gak muncul_... jadi gak bisa login paketan padahal aman jaringan kenceng, sampe hp di restar berkali2 sama aja masih gak bisa",1,NEGATIVE
2025-12-09 10:18:16,Bikin ribed aja aplikasi pas lagi dibutuhin sering error padahal orang sakit harus buru2 ditangani.,1,NEGATIVE
2025-12-09 10:18:07,"setiap bulan update aplikasi dan slalu login, tapi setiap log-in selalu susah yg caphca tidak tampil,yg aplikasi eror bukan membatu malah buat ribet",1,NEGATIVE
2025-12-09 10:16:08,"dikasih chapta, eh malah muter2. gimana loginnya klo kaya gini",1,NEGATIVE
2025-12-09 10:16:01,terlog-out sendiri dan tdk bisa login. dulu bagus skrg kok turun performa. saya tidak yakin aplikasi ini mendapat rating 4.5 bintang saya baca hampir rata_ memberi nilai 1 bintang,1,NEGATIVE
2025-12-09 10:15:17,"mau login aja susah banget, captcha nya muter2 mulu",1,NEGATIVE
2025-12-09 10:14:09,"aplikasi bodoh, orang dimana mana bikin software untuk mempermudah pengguna, ini justru makin mempersulit pengguna, orang mau berobat udah setengah mati pun harus ngingat ngingat password dulu, lawak",1,NEGATIVE
2025-12-09 10:13:55,sudah update malah gabisa log in,1,NEGATIVE
2025-12-09 10:13:53,tidak bisa login capcha tidak keluar,1,NEGATIVE
2025-12-09 10:13:40,apk ga bisa di pake ga update nyusahin banget sumpah orang mau berobat malah ga bisa login su,1,NEGATIVE
2025-12-09 10:13:21,kenapa mau login captcha muter2 terus? tolong dong d perbaiki,2,NEGATIVE
2025-12-09 10:12:31,tidak bisa log in stak terus di menu log in,2,NEGATIVE
2025-12-09 10:11:04,"semenjak di perbarui kenapa JD susah eror Mulu, mau berobat jkn nya eror terus ,",2,NEGATIVE
2025-12-09 10:10:34,aplikasi yg MEMPERSULIT orang. susah sekali mau log in. berbenah coba. !,1,NEGATIVE
2025-12-09 10:09:59,gabisa d gunakan selalu eror,1,NEGATIVE
2025-12-09 10:08:16,Sulit login,1,NEGATIVE
2025-12-09 10:05:55,"orang mau berobat captcha nya muter2 doank, gk ad yg monitoring aplikasinya apa?",2,NEGATIVE
2025-12-09 10:01:20,sangat membantu,4,POSITIVE
2025-12-09 9:58:11,"sering logout sendiri, di samsung S23 ultra. Setiap ada update selalu logout. Ini captcha nya error jadi tidak bisa login. Tolong ya kak",2,NEGATIVE
2025-12-09 9:57:32,servernya lemot,2,NEGATIVE
2025-12-09 9:57:30,"Pasword sydwh benar dan captcha sudah bener masih saja gak bisa,,,apa sih maunya aplikasi ini",1,NEGATIVE
2025-12-09 9:55:24,ini yang bikin aplikasi niat ga ?? errorr terusss sistem nya !!!! coba lagi coba lagi,1,NEGATIVE
2025-12-09 9:53:40,aplikasi aneh gangguan mulu duit nya di korup mulu sih engga bner kalah ama server roblox,1,NEGATIVE
2025-12-09 9:53:30,login susah banget,3,NEGATIVE
2025-12-09 9:51:50,"gabisa login, padahal kuota aman jaringan pun stabil",1,NEGATIVE
2025-12-09 9:47:02,"suka tiba-tiba keluar sendiri pas mau masuk lagi gak bisa,, loading terus,, payah",1,NEGATIVE
2025-12-09 9:44:05,Tidak bisa login walau sinyal dan identitas telah dimasukkan dengan benar.,1,NEGATIVE
2025-12-09 9:40:01,keluar mulu dan susah masuknya,1,NEGATIVE
2025-12-09 9:39:54,susah buat akun bnyk bug,3,NEGATIVE
2025-12-09 9:39:33,kenapa ini jaringan ?? tidak bisa masuk,1,NEGATIVE
2025-12-09 9:38:28,kenapa ya sekarang eror Mulu tolong lah perbaiki kekurang nya,1,NEGATIVE
2025-12-09 9:36:26,error mulu __,1,NEGATIVE
2025-12-09 9:35:36,Aplikasi nyusahin..... ERORRRRRRRRRR NGGA BISA MASUK,1,NEGATIVE
2025-12-09 9:35:08,"ini aplikasi bobrok banget dah gilaa mau login sama buat akun susah nya minta ampun, giliran makan uang rakyat aja cepet",2,NEGATIVE
2025-12-09 9:34:25,ok,5,POSITIVE
2025-12-09 9:33:50,ribet jncok kita mau berobat mlh d persulit tinggal dtng daftar mlh d sruh pke apk login ngk mau msuk msuk INTINYA RIBETTT,1,NEGATIVE
2025-12-09 9:31:52,"Mau dipake pendaftaran, login ajh susah, minta tolong diperbaiki Trimakasih",2,NEGATIVE
2025-12-09 9:31:31,ada beberapa kendala tapi overall bagus,4,POSITIVE
2025-12-09 9:30:38,dapat membantu orang orang,5,POSITIVE
2025-12-09 9:29:33,error. ga bisa ambil antrian,1,NEGATIVE
2025-12-09 9:29:11,cepat responnya dan mudah menggunakan nya,5,POSITIVE
2025-12-09 9:20:23,Sangat Membantu terima kasij mobile jkn,5,POSITIVE
2025-12-09 9:10:33,bikin ribet doang __,1,NEGATIVE
2025-12-09 8:50:24,habis periksa poli umum dan akan daftar untuk poli gigi hari selanjutnya tidak dapat masuk karena riwayat pendaftaran masih dan tidak ada menu hapus riwayat daftar tak kasih bintang 2 dulu,2,NEGATIVE
2025-12-09 8:45:56,mantap aplikasinya sangat membantu,5,POSITIVE
2025-12-09 8:34:09,mantap sangat membantu,5,POSITIVE
2025-12-09 8:32:50,sangat membantu,5,POSITIVE
2025-12-09 8:30:32,Alhamdulillah sekarang sudah bisa cuma ya masih bingung kok bisa nomor dibilang sudah dipakai padahal belum pernah buat sebelumnya,4,NEGATIVE
2025-12-09 8:22:08,ini aplikasi jkn knp. erory ketutup sendiri hrs masuk dftr ulang.. kita nih ngecek aplikasi utk byr.. aneh bngt.. bikin ribet dftr ulang mskin no nik dll.. jgn di bikin ribet lah.. kita byr tepat wkt utk. di pake aj kagak. inibpjs.. cuma untuk cek mau BAY,3,NEGATIVE
2025-12-09 8:21:21,mudah menggunakannya,5,POSITIVE
2025-12-09 8:16:59,"update mulu, giliran login tidak bisa masuk,mau ganti kata sandi kode OTP tidak dikirim kan.",3,NEGATIVE
2025-12-09 7:57:43,sangat membantu,5,POSITIVE
2025-12-09 7:46:33,ok,4,POSITIVE
2025-12-09 7:41:30,aplikasinya bagus sekali,5,POSITIVE
2025-12-09 7:33:22,aplikasi tidak berguna dan menyusahkan,1,NEGATIVE
2025-12-09 7:33:10,ok bet,5,POSITIVE
2025-12-09 7:28:17,"susah amat mau verifikasi minta kode wa kita ke wa kembali ke jkn dah ilang, begitu terus, minta kode mail, kita tinggal buka mail kembali ke halaman jkn dah ilang lagi..",3,NEGATIVE
2025-12-09 7:18:56,sangat membantu,5,POSITIVE
2025-12-09 7:09:18,sangat membantu,5,POSITIVE
2025-12-09 7:08:59,memudahkan kita untuk meningkatkan kesehatan,5,POSITIVE
2025-12-09 6:53:01,mantap,5,POSITIVE
2025-12-09 6:47:07,kode di SMS gak masuk2 pulsa udah abis hadeh,1,NEGATIVE
2025-12-09 6:38:53,sangat membantu,5,POSITIVE
2025-12-09 6:32:43,"verifikasi wajah gabisa, daftar ambil antrian jg gabisa",1,NEGATIVE
2025-12-09 6:10:20,"satu dari ribuan layanan pemerintah yang tidak ribet, tidak berbelit-belit dan sangat membantu masyarakat benar benar berdedikasi untuk melayani masyarakat dan integritas tinggi defenisi sebenarnya dari integritas dan melayani dengan sepenuh hati adalah c",5,POSITIVE
2025-12-09 5:55:31,respon cepat,5,POSITIVE
2025-12-09 5:48:13,"mempermudah urusan utk mengubah data peserta jg faskes pertama,mantap moga dpt dipermudah segala urusannya,terimakasih",5,POSITIVE
2025-12-09 5:46:37,banyak eror nya ini aplikasi,1,NEGATIVE
2025-12-09 5:45:50,sudah bagus mantap,5,POSITIVE
2025-12-09 5:42:42,Sangat membantu dan mempermudah,5,POSITIVE
2025-12-09 5:39:15,sangat mebantu,5,POSITIVE
2025-12-09 5:32:00,sudah 2 minggu ngebug terus..padahal saya butuh buat ambil antrian..tolong diperbaiki..,1,NEGATIVE
2025-12-09 5:21:46,tolong sediakan fitur ss,4,NEGATIVE
2025-12-09 5:14:08,"susah login, katanya no antian rs biar cepat lewat aplikasi ini nyatanya login aja susah banget",1,NEGATIVE
2025-12-09 5:04:27,mantap,5,POSITIVE
2025-12-09 4:49:41,"Saya login apk tp logout sendiri dan ada keterangan udh login di perangkat lain. Saat itu saya langsung amanin akun dan ganti passowrd. Tp pas login kenapa ga jadi ya? NIK, password dan kode captcha udh bener tp salah mulu ga bisa masuk. Tolong dibantu bu",3,NEGATIVE
2025-12-09 4:49:37,terima kasih,5,POSITIVE
2025-12-09 4:48:03,luar biasa hebat,5,POSITIVE
2025-12-09 4:47:51,Udah berulang kali minta kode verifikasi otp kagak pernah muncul,1,NEGATIVE
2025-12-09 4:39:56,apakah aplikasi ini bisa di akses 2 KK kalau bisa caranya gimna?,5,NEGATIVE
2025-12-09 4:32:47,sangat membantu... ga usah ribet datang ke kantor BPJS dan lama ngantri... tinggal klik klik beres.... terus banyak fitur dan kelebihan nya LG .. ga percaya download donk...,5,POSITIVE
2025-12-09 4:24:14,memudahkan peserta..dlm urusan kesehatan.ke RSUD,5,POSITIVE
2025-12-09 4:21:31,"Saya mau nambah peserta untuk anak saya, tapi nggak bisa dengan alasan bayi baru lahir, padahal jelas-jelas data yang saya isi tahun lahir anak saya 2023, Ini terjadi berulang, dari 2023, 2024, dan bahkan sekarang 2025 saya coba lagi, ternyata masih nggak",4,NEGATIVE
2025-12-09 4:17:14,kurang nya no antrian suka ngilang sndri jdi susah liat nya lagi,4,NEGATIVE
2025-12-09 4:14:34,aplikasinya sangat memudahkan saya dan keluarga,5,POSITIVE
2025-12-09 4:01:19,membantu memudahkan pendaftaran,4,POSITIVE
2025-12-09 3:56:15,"sering keluar sendiri dari aplikasi jkn,kemudian login lagi susah masuk",1,NEGATIVE
2025-12-09 3:47:22,ok bgd,5,POSITIVE
2025-12-09 3:43:52,mudah,5,POSITIVE
2025-12-09 3:28:54,ini aplikasi gimana ya.. suka log out sendiri.. mau daftar antrian buat kontrol susah padahal rujukan sudah baru. kan capek harus log in terus. setelah coba log in gak bisa.. ngisi data sudah benar2. malah suruh mengulang2 terus.,2,NEGATIVE
2025-12-09 3:25:21,proses perubahan data cepat terima kasih,5,POSITIVE
2025-12-09 3:21:20,Bagus banyak kemajuan dan sangat bermanfaat.,5,POSITIVE
2025-12-09 3:17:33,akun sering keluar sendiri,1,NEGATIVE
2025-12-09 3:01:41,mantap jaya,5,POSITIVE
2025-12-09 2:57:30,"nice pertahankan jgn berhenti ditengah jalan, kebiasaan pemerintah ganti pimpinan ganti aplikasi, kalo sudah bagus lanjutkan dan lebih dilengkapi dan di tingkatkan kecepatan servernya agar makin baik aplikasinya",5,POSITIVE
2025-12-09 2:40:07,semoga kedepan nya makin lancar,5,POSITIVE
2025-12-09 2:35:39,abis di update... log-in ulang lagi.. di login GK bisa ... pakai lupa sandi ..no verifikasi gak di kirim.. coba hari berikutnya sama aja .. Ampe sekarang masih gak bisa.. pakai cara apalagi supaya bisa log- in,1,NEGATIVE
2025-12-09 2:30:30,"Alhamdulillah semakin mudah dan semakin terbantu berkat adanya mobile jkn periksa lebih gampang, banyak informasi nya juga terima kasih jkn ______________________",5,POSITIVE
2025-12-09 2:26:59,"KENAPA TIBA-TIBA LOGOUT, APLIKASI RIBET, KEBANYAKAN CHAPTA!!!!!",1,NEGATIVE
2025-12-09 2:23:35,sangat membantu,5,POSITIVE
2025-12-09 2:17:26,"seperti aplikasi pemerintah pada umumnya, TIDAK cepat, TIDAK lancar, sering TIDAK berhasil input data tidak bisa daftar online sudah 1 Minggu lebih, dengan keterangan kuota penuh, sudah dipastikan di klinik yg saya tuju, masih kosong pendaftaran atau kuot",1,NEGATIVE
2025-12-09 2:11:37,"tidak bisa masuk, aplikasi parah",1,NEGATIVE
2025-12-09 1:56:18,ok mantap,5,POSITIVE
2025-12-09 1:54:51,mantap,5,POSITIVE
2025-12-09 1:52:25,sangat membantu,5,POSITIVE
2025-12-09 1:47:00,sangat membantu saat menjalani perawatan,5,POSITIVE
2025-12-09 1:44:25,Kenapa ya susah banget ngirim kode otp doang. Trs ga ada kah pengaturan yang ngatur buat ganti nomer hp atau gmail. Tolonglah binding aplikasi ini sama gmail atau aplikasi lain tuh harus ada biar ga nyusahin jangan pas bikin akun doang _____,1,NEGATIVE
2025-12-09 1:44:05,pelayanannya bagus,5,POSITIVE
2025-12-09 1:38:12,mudah praktis aman untuk melakukan perubahan data secara online terimakasih,5,POSITIVE
2025-12-09 1:29:38,sangat memudahkan untuk ambil antrian,5,POSITIVE
2025-12-09 1:27:25,tambah ke sini tambah ribet tiap mau buka aplikasi harus login ulang bahkan sering gagal,1,NEGATIVE
2025-12-09 1:24:51,bagus,5,POSITIVE
2025-12-09 1:23:56,"aneh sekali aplikasi mobile JKN ini, mau log in eh akun gak terdaftar, terus daftar pemberitahuannya akun sdh terdaftar, coba log in lagi malah tidak terdaftar..! bukannya dipermudah malah dipersulit!",1,POSITIVE
2025-12-09 1:16:33,heran suka banget log out sendiri mau log in lagi lupa salah mulu password nya. ga bisa log in! capek!,5,NEGATIVE
2025-12-09 1:03:22,simple,5,POSITIVE
2025-12-09 0:43:44,cukup unt.memudahkan urusan dlm kesehatan. meringankan dlm antrian pemeriksaan dll,4,POSITIVE
2025-12-09 0:01:30,"Punya saya kenapa waktu mau ambil antrian tulisannya invalid-F1, terima kasih",3,NEGATIVE
2025-12-08 23:38:08,okeh,5,POSITIVE
2025-12-08 23:17:20,isi nik udah bener di bilang salah memasukan nik sudah 2 x...gimana ini teh mau log in,1,NEGATIVE
2025-12-08 23:17:01,"Guamah gak paham sama mobile jkn ini.. Bener2 susah bgt mau daftar lagi dengan cara pilih lupa kata sandi, daftar pakai nomor hp malah gak masuk2 kode verifikasinya. Nyebelin ini bener2 mobile jkn",1,NEGATIVE
2025-12-08 22:52:58,aplikasi sering eror dan sulit masuk,1,NEGATIVE
2025-12-08 22:47:44,Mobil jkn lebih enak dan mudah.,5,POSITIVE
2025-12-08 22:46:00,"tolong sistem lupa password nya di perbaiki, nomor verifikasi menuju sms dan email tidak muncul sama sekali padahal jaringan lancar, dan waktu pengiriman ulang nya 300 detik terlalu lama",1,NEGATIVE
2025-12-08 22:04:01,ok,5,POSITIVE
2025-12-08 21:45:39,pengalaman adalah guru terbaik,5,POSITIVE
2025-12-08 21:18:47,susahnya ganti nomor hp sampai kontrol RS saja terlewat gara _ gak bisa masuk lupa password...,4,NEGATIVE
2025-12-08 20:59:18,Aplikasi yang sangat membantu dan mudah digunakan,5,POSITIVE
2025-12-08 20:04:20,parah kartu ada bulanan nggak pernah nunggak kok tiba 2 saya tidak terdaftar kacau2,1,NEGATIVE
2025-12-08 19:46:13,"aplikasi lemot, aplikasi sering log out tapi ga bisa login lagi. kirim kode otp via sms ga ada sms masuk samsek, kirim kode otp via email tapi email tidak terdaftar padahal sudah pernah login pake email. di suruh pake aplikasi tapi aplikasinya busuk bange",1,NEGATIVE
2025-12-08 19:04:37,mudah penggunaan nya,5,POSITIVE
2025-12-08 18:57:28,ok,5,POSITIVE
2025-12-08 16:46:48,sangat bobrok aplikasi jkn indonesia. bermasalah terus menerus. pelayanan sangat kecewa sekali. korupsi besar besaran aplikasinya saja bobrok apalagi pelayanan masyahrakat tidak di perbaiki. untuk apa ada aplikasi jkn kalo gak bisa di gunakan aplikasinya.,1,NEGATIVE
2025-12-08 15:36:00,"saya mau bayar tunggakan, tapi ribet poll, udh pernah daftar hrs dftr lagi, trs mau masuk hrs langsung dihubungin ke autodebit, padahal kan saya mau benerin data dulu, byk yg blm disesuaikan. Mau chatt cs lewat mana ya?, jgn yg wa biasa krn itu bot/templa",1,NEGATIVE
2025-12-08 15:30:37,mantap sangat membantu,5,POSITIVE
2025-12-08 15:28:16,bagus mudah di pergunakan,5,POSITIVE
2025-12-08 15:21:25,saya lupa pasport dan email susah banget masuk nya mohon di permudah cari cara lain agar bisa masuk,1,NEGATIVE
2025-12-08 15:09:09,bagus,5,POSITIVE
2025-12-08 15:07:27,cepat,5,POSITIVE
2025-12-08 15:06:13,aplikasi yang wajib di instal karena sangat membantu,5,POSITIVE
2025-12-08 15:03:18,sangat baik,5,POSITIVE
2025-12-08 15:01:27,"karena saya baru pindah faskes, ketika ingin melakukan pengambilan antrian selalu muncul pertanyaan , apakah ingin mendaftarkan rekam medis , sudah saya pilih option setuju, tetap saja selalu muncul pertanyaan itu, sehingga saya tidak bisa melakukan penga",1,NEGATIVE
2025-12-08 14:57:26,"mau mengaktifkan kembali kartu BPJS kesehatan,",3,NEGATIVE
2025-12-08 14:43:44,sangat membantu,5,POSITIVE
2025-12-08 14:33:49,"lebih baik, semoga lancar selalu",5,POSITIVE
2025-12-08 14:07:53,pelayanan mudah dan cepat,5,POSITIVE
2025-12-08 13:57:43,aplikasilu ribet sat. nomer tlpn udah bener dibilang salah. mana bikin skck suru bikin bpjs beban lu,1,NEGATIVE
2025-12-08 13:56:55,baru download semoga bermanfaat,5,POSITIVE
2025-12-08 13:42:44,apik tenan,5,POSITIVE
2025-12-08 13:29:25,aplikasi lebih mudah dan cepat untuk proses administrasi kesehatan,5,POSITIVE
2025-12-08 13:21:02,mudah dan bisa ganti faskes,5,POSITIVE
2025-12-08 13:06:03,Alhamdulillah sekarang aoknya lebih baik dan gk ngekek kyk dulu,4,POSITIVE
2025-12-08 13:05:21,bermafaat untk kesehatan diri,5,POSITIVE
2025-12-08 13:04:38,kemudahan berobat,5,POSITIVE
2025-12-08 13:02:34,bagus cepat sigap,5,POSITIVE
2025-12-08 12:31:03,2021 _ sekarang sudah bagus sekali aplikasinya trimkasih utk upgrade nya,4,POSITIVE
2025-12-08 12:19:47,Tingkat lagi fasilitas untuk masyarakat,4,POSITIVE
2025-12-08 12:13:46,mudah cepat,5,POSITIVE
2025-12-08 12:07:03,layanan terbaik __,5,POSITIVE
2025-12-08 11:57:15,"booking H-1 selalu error ga jelas, udah mah sulit, aplikasi nya pun masih sampah",1,NEGATIVE
2025-12-08 11:57:12,bagus,5,POSITIVE
2025-12-08 11:53:18,sangat membantu,5,POSITIVE
2025-12-08 11:43:29,sangat membantu,5,POSITIVE
2025-12-08 11:12:57,Saya ko tidak menerima nomor otp dari jkn,1,NEGATIVE
2025-12-08 11:06:55,sangat membantu masyarakat,5,POSITIVE
2025-12-08 11:05:25,aplikasi ini sangat berguna__,5,POSITIVE
2025-12-08 10:51:26,ok,5,POSITIVE
2025-12-08 10:41:14,bagaian aotu debet harus pake mama verifikasi ga keluar kodenya saya lau mindahin faske ga bisa bisa tolong ya saya ingin mindahin faskes,1,NEGATIVE
2025-12-08 10:36:10,Tolonglah masa cuman tutup app bentar buat lihat verifikasi WhatsApp langsung keulang proses daftarnya lagi,1,NEGATIVE
2025-12-08 10:25:35,mantap,5,POSITIVE
2025-12-08 10:15:48,suka erro aja sih klau sering2 di buka pdhal siyal full,4,NEGATIVE
2025-12-08 10:13:54,trmkasih,5,POSITIVE
2025-12-08 10:04:42,"Aplikasi yang sangat membantu, terimakasih",5,POSITIVE
2025-12-08 9:57:18,Cukup baik,4,POSITIVE
2025-12-08 9:54:11,"kinerja apk nya buruk,, susah log in..",1,NEGATIVE
2025-12-08 9:43:54,good,5,POSITIVE
2025-12-08 9:35:28,"semua aplikasi plat merah (pemerintah) busuk semua. registrasi di aplikasi sulitnya bukan main, recognition wajah gagal terus",1,NEGATIVE
2025-12-08 9:27:35,aplikasi rusak. permintaan tidak dapat diproses tunggu beberapa saat lagi. beberapa saat berapa lama? udh 2 hari gitu terus. bikin aplikasi yg bener jangan korupsi doang diprioritasin,1,NEGATIVE
2025-12-08 9:26:00,jelas dan akurat dan memudahkan,5,POSITIVE
2025-12-08 9:23:42,bagus siip,5,POSITIVE
2025-12-08 9:15:07,tiap verifikasi balik deui KA awal susah daftar,1,NEGATIVE
2025-12-08 9:13:06,mantap,5,POSITIVE
2025-12-08 9:04:41,Kalau lupa kata sandi...dan kirim kode ke nomor yang terdaftar gak masuk2. jelek nya...,2,NEGATIVE
2025-12-08 9:02:27,lebih ditingkatkan lagi,5,POSITIVE
2025-12-08 8:55:49,"Chaptcha loading terus tidak bisa terbuka,jadi tidak bisa login. Mohon di perbaiki.",2,NEGATIVE
2025-12-08 8:49:31,ok mantapp,5,POSITIVE
2025-12-08 8:49:09,"bikin ribett susah aja mau berobat, bener"" gapenting make"" bginian jadi makin bikin lama ribettt gajelasss",1,NEGATIVE
2025-12-08 8:48:40,Good Job,5,POSITIVE
2025-12-08 8:48:32,Sangat bermanfaat tapi aplikasinya sering error. jelek,1,NEGATIVE
2025-12-08 8:30:46,"aplikasi burik, terus2an ga bisa, ganguan ntah apa yang gangguan padahal semua aman dari jaringan sampai apk udah versi update",1,NEGATIVE
2025-12-08 8:26:58,layanan cepat dan akurat,5,POSITIVE
2025-12-08 8:26:04,bagus,5,POSITIVE
2025-12-08 8:25:02,daftar online nya gak bisa boss... gak efisien,5,POSITIVE
2025-12-08 8:22:29,mantap,5,POSITIVE
2025-12-08 8:19:52,baik,5,POSITIVE
2025-12-08 8:12:28,"biasa aplikasi pemerintah, ribet ndk gak jelas. mo login aja di putar_.",1,NEGATIVE
2025-12-08 8:09:28,bagus,5,POSITIVE
2025-12-08 7:56:18,ga bisa d buka eror trus,2,NEGATIVE
2025-12-08 7:51:21,"Tinggal tingkat kan untuk Verifikasi Wajah , sering Gagal klu di gunakan __",5,POSITIVE
2025-12-08 7:47:10,aplikasinya keren,5,POSITIVE
2025-12-08 7:46:18,mantap,5,POSITIVE
2025-12-08 7:35:39,Sangat membantu,5,POSITIVE
2025-12-08 7:20:22,"mohon maaf ini tiket yg sudah dipesan tidak bisa di screenshot, terus klo mau cari lagi dimana? kurang informatif nama menunya dan juga saya masih bingung cara ubah email terdaftar, liat di tiktok atau hubungi call center malah ditutup wkwkkkk jgn mempers",3,NEGATIVE
2025-12-08 7:06:39,kasih bintang 5 biar gak apa kali,5,POSITIVE
2025-12-08 7:06:04,awal yang bagus,4,POSITIVE
2025-12-08 6:59:05,bagus lah membantu gk ribet,5,POSITIVE
