CONTENT,RATING,LABELING
cukup unt.memudahkan urusan dlm kesehatan. meringankan dlm antrian pemeriksaan dll,4,POSITIVE
"Punya saya kenapa waktu mau ambil antrian tulisannya invalid-F1, terima kasih",3,NEGATIVE
okeh,5,POSITIVE
isi nik udah bener di bilang salah memasukan nik sudah 2 x...gimana ini teh mau log in,1,NEGATIVE
"Guamah gak paham sama mobile jkn ini.. Bener2 susah bgt mau daftar lagi dengan cara pilih lupa kata sandi, daftar pakai nomor hp malah gak masuk2 kode verifikasinya. Nyebelin ini bener2 mobile jkn",1,NEGATIVE
aplikasi sering eror dan sulit masuk,1,NEGATIVE
Mobil jkn lebih enak dan mudah.,5,POSITIVE
"tolong sistem lupa password nya di perbaiki, nomor verifikasi menuju sms dan email tidak muncul sama sekali padahal jaringan lancar, dan waktu pengiriman ulang nya 300 detik terlalu lama",1,NEGATIVE
ok,5,POSITIVE
pengalaman adalah guru terbaik,5,POSITIVE
susahnya ganti nomor hp sampai kontrol RS saja terlewat gara _ gak bisa masuk lupa password...,4,NEGATIVE
Aplikasi yang sangat membantu dan mudah digunakan,5,POSITIVE
parah kartu ada bulanan nggak pernah nunggak kok tiba 2 saya tidak terdaftar kacau2,1,NEGATIVE
"aplikasi lemot, aplikasi sering log out tapi ga bisa login lagi. kirim kode otp via sms ga ada sms masuk samsek, kirim kode otp via email tapi email tidak terdaftar padahal sudah pernah login pake email. di suruh pake aplikasi tapi aplikasinya busuk bange",1,NEGATIVE
mudah penggunaan nya,5,POSITIVE
ok,5,POSITIVE
sangat bobrok aplikasi jkn indonesia. bermasalah terus menerus. pelayanan sangat kecewa sekali. korupsi besar besaran aplikasinya saja bobrok apalagi pelayanan masyahrakat tidak di perbaiki. untuk apa ada aplikasi jkn kalo gak bisa di gunakan aplikasinya.,1,NEGATIVE
"saya mau bayar tunggakan, tapi ribet poll, udh pernah daftar hrs dftr lagi, trs mau masuk hrs langsung dihubungin ke autodebit, padahal kan saya mau benerin data dulu, byk yg blm disesuaikan. Mau chatt cs lewat mana ya?, jgn yg wa biasa krn itu bot/templa",1,NEGATIVE
mantap sangat membantu,5,POSITIVE
bagus mudah di pergunakan,5,POSITIVE
saya lupa pasport dan email susah banget masuk nya mohon di permudah cari cara lain agar bisa masuk,1,NEGATIVE
bagus,5,POSITIVE
cepat,5,POSITIVE
aplikasi yang wajib di instal karena sangat membantu,5,POSITIVE
sangat baik,5,POSITIVE
"karena saya baru pindah faskes, ketika ingin melakukan pengambilan antrian selalu muncul pertanyaan , apakah ingin mendaftarkan rekam medis , sudah saya pilih option setuju, tetap saja selalu muncul pertanyaan itu, sehingga saya tidak bisa melakukan penga",1,NEGATIVE
"mau mengaktifkan kembali kartu BPJS kesehatan,",3,NEGATIVE
sangat membantu,5,POSITIVE
"lebih baik, semoga lancar selalu",5,POSITIVE
pelayanan mudah dan cepat,5,POSITIVE
aplikasilu ribet sat. nomer tlpn udah bener dibilang salah. mana bikin skck suru bikin bpjs beban lu,1,NEGATIVE
baru download semoga bermanfaat,5,POSITIVE
apik tenan,5,POSITIVE
aplikasi lebih mudah dan cepat untuk proses administrasi kesehatan,5,POSITIVE
mudah dan bisa ganti faskes,5,POSITIVE
Alhamdulillah sekarang aoknya lebih baik dan gk ngekek kyk dulu,4,POSITIVE
bermafaat untk kesehatan diri,5,POSITIVE
kemudahan berobat,5,POSITIVE
bagus cepat sigap,5,POSITIVE
2021 _ sekarang sudah bagus sekali aplikasinya trimkasih utk upgrade nya,4,POSITIVE
Tingkat lagi fasilitas untuk masyarakat,4,POSITIVE
mudah cepat,5,POSITIVE
layanan terbaik __,5,POSITIVE
"booking H-1 selalu error ga jelas, udah mah sulit, aplikasi nya pun masih sampah",1,NEGATIVE
bagus,5,POSITIVE
sangat membantu,5,POSITIVE
sangat membantu,5,POSITIVE
Saya ko tidak menerima nomor otp dari jkn,1,NEGATIVE
sangat membantu masyarakat,5,POSITIVE
aplikasi ini sangat berguna__,5,POSITIVE
ok,5,POSITIVE
bagaian aotu debet harus pake mama verifikasi ga keluar kodenya saya lau mindahin faske ga bisa bisa tolong ya saya ingin mindahin faskes,1,NEGATIVE
Tolonglah masa cuman tutup app bentar buat lihat verifikasi WhatsApp langsung keulang proses daftarnya lagi,1,NEGATIVE
mantap,5,POSITIVE
suka erro aja sih klau sering2 di buka pdhal siyal full,4,NEGATIVE
trmkasih,5,POSITIVE
"Aplikasi yang sangat membantu, terimakasih",5,POSITIVE
Cukup baik,4,POSITIVE
"kinerja apk nya buruk,, susah log in..",1,NEGATIVE
good,5,POSITIVE
"semua aplikasi plat merah (pemerintah) busuk semua. registrasi di aplikasi sulitnya bukan main, recognition wajah gagal terus",1,NEGATIVE
aplikasi rusak. permintaan tidak dapat diproses tunggu beberapa saat lagi. beberapa saat berapa lama? udh 2 hari gitu terus. bikin aplikasi yg bener jangan korupsi doang diprioritasin,1,NEGATIVE
jelas dan akurat dan memudahkan,5,POSITIVE
bagus siip,5,POSITIVE
tiap verifikasi balik deui KA awal susah daftar,1,NEGATIVE
mantap,5,POSITIVE
Kalau lupa kata sandi...dan kirim kode ke nomor yang terdaftar gak masuk2. jelek nya...,2,NEGATIVE
lebih ditingkatkan lagi,5,POSITIVE
"Chaptcha loading terus tidak bisa terbuka,jadi tidak bisa login. Mohon di perbaiki.",2,NEGATIVE
ok mantapp,5,POSITIVE
"bikin ribett susah aja mau berobat, bener"" gapenting make"" bginian jadi makin bikin lama ribettt gajelasss",1,NEGATIVE
Good Job,5,POSITIVE
Sangat bermanfaat tapi aplikasinya sering error. jelek,1,NEGATIVE
"aplikasi burik, terus2an ga bisa, ganguan ntah apa yang gangguan padahal semua aman dari jaringan sampai apk udah versi update",1,NEGATIVE
layanan cepat dan akurat,5,POSITIVE
bagus,5,POSITIVE
daftar online nya gak bisa boss... gak efisien,5,POSITIVE
mantap,5,POSITIVE
baik,5,POSITIVE
"biasa aplikasi pemerintah, ribet ndk gak jelas. mo login aja di putar_.",1,NEGATIVE
bagus,5,POSITIVE
ga bisa d buka eror trus,2,NEGATIVE
"Tinggal tingkat kan untuk Verifikasi Wajah , sering Gagal klu di gunakan __",5,POSITIVE
aplikasinya keren,5,POSITIVE
mantap,5,POSITIVE
Sangat membantu,5,POSITIVE
"mohon maaf ini tiket yg sudah dipesan tidak bisa di screenshot, terus klo mau cari lagi dimana? kurang informatif nama menunya dan juga saya masih bingung cara ubah email terdaftar, liat di tiktok atau hubungi call center malah ditutup wkwkkkk jgn mempers",3,NEGATIVE
kasih bintang 5 biar gak apa kali,5,POSITIVE
awal yang bagus,4,POSITIVE
bagus lah membantu gk ribet,5,POSITIVE
gak bisa login,1,NEGATIVE
pelayanan online nya sangat cepat dan udah terimakasih __,5,POSITIVE
"tidak bisa mengirim penilaian kesan n pesan stelah berobat ,, gagal terussss",2,NEGATIVE
"baik ,hanya saja suka keluar secara tiba tiba",5,POSITIVE
"bro,perbaiki lagi system antriannya,saat pas mau kontrol ke faskes 3 mesti ga muncul rujukannya padahal sudah daftar ke faskes 3",1,NEGATIVE
Mantap Betul aplikasinya..Banyak bermanfaat buat semua orang.,5,POSITIVE
godd job,5,POSITIVE
"aplikasi tidak jelas, selalu ke logout sendiri. bukannya mempermudah malah menyusahkan.",1,NEGATIVE
gak bisa digunakan,1,NEGATIVE
"bermanfaat, good job",5,POSITIVE
sangat membantu kesehatan terjamin,5,POSITIVE
"sangat amat membantu ,biarkan bintang yg mnjwb",5,POSITIVE
good,5,POSITIVE
mudah,5,POSITIVE
jd lebih mudah karena ada apk ini,5,POSITIVE
kartu bpjs bapak dan mama ku keluar setelah di perbaharui yang tersisa hanya kartu bpjsku saja,3,NEGATIVE
terimakasih sangat membantu,5,POSITIVE
sangat baik,5,POSITIVE
nice,5,POSITIVE
mantap.,5,POSITIVE
mantab,5,POSITIVE
aplikasi ini sangat membantu dan mempermudah dalam pengurusan pelayanan kesehatan,5,POSITIVE
ok,5,POSITIVE
GOOD,5,POSITIVE
aplikasi mantaff,5,POSITIVE
ok,5,POSITIVE
aplikasi bukan ngebantu malah bikin pusing. logout sendiri pas masuk salah pasword jelas jelas pasword udh gua tulis di kertas masa salah. aplikasi bikin pusing ga ngebantu sama sekali,1,NEGATIVE
"aplikasi gak guna, minta pin, tapi gak bisa masukin pin otomatis nya,",1,NEGATIVE
"sangat ribet,tanggalnya tidak muncul terus,,apk jelek harus si perbaiki,,kalau yang sakit parah udah mati duluan.",1,NEGATIVE
EH KENAPA NOMOR GUA GAK TERLACAK PADAHAL GUA BAYAR.... APA PERLU NGAMUK DI KANTOR LOE... KENAPA NOMOR RUJUKAN BEDA2 INI KENAPA YA MUMET GUA NGURUSIN ATURAN PEMERINTAH INI. ATURAN BPJS BEDA DENGAN RUMAH SAKIT. PANTAS KALO BANYAK YANG NGAMUK SUDAH PELAYANAN,1,NEGATIVE
gabisa bikin apps,1,NEGATIVE
bagus sgat membantu,5,POSITIVE
good,5,POSITIVE
aplikasi bobrok di buka aja gak bisa,1,NEGATIVE
saat mendaftar mendapat banyak kesulitan ini salah itu salah Jahat banget sih bukan nya dipermudah apa apa sulit aplikasi jahat,1,NEGATIVE
terimakasih sangat membantu untuk berobat keluarga saya,5,POSITIVE
bagus,5,POSITIVE
membantu banget,5,POSITIVE
"tolong, kembalikan aplikasinya seperti yang lalu. masa ambil antrean saja tidak bisa discreenshot. tidak semua orang punya ponsel masing2. minimal bisa di screenshot. toh, cuman nomor antrian untuk di tunjukkan ke petugas medis saja.",2,NEGATIVE
pelayanan sangat baik,5,POSITIVE
susah sekali mau daftar... di bagian verifikasi wajahh selalu gagal.. ada 1 jam lebih verifikasi wajah selalu gagal... mempersulit !!!!,1,NEGATIVE
mudah praktis,5,POSITIVE
ok membantu,5,POSITIVE
"aplikasi eror, tidak bisa pindah faskes dan pengaduan.",1,NEGATIVE
burukk bangettt knpa akhir_ ini aplikasny sering trouble jdi malas makeee,1,NEGATIVE
Gimna mau ngirim video layar atau SS orang ngga bisa di ss/v layar .. di page login captcha muter trus ngga nongol-nongol.. kendala kaya gini udah lama banget ngga di betul_in kenapa?,1,NEGATIVE
JELEK PISAN JKN NYA susah login mulu,1,NEGATIVE
bagus,5,POSITIVE
"bukanya mempermudah malah mempersulit, kalau belum siap digitalisasi jangan maksain yang ada kaya gini. orang mau berobat dibuat susah gara2 aplikasi eror Mulu",1,NEGATIVE
app kurang berkualitas mohon di upgrade biar gak lemot,1,NEGATIVE
"aplikasi paling jelek sering pisan gangguan, kalau bukan karna diwajibkan oleh si bpjs mah gak mungkin saya instal aplikasi ini",1,NEGATIVE
harus di tingkatkan lagi apknya. kenapa harus logout melulu. dan login lagi. ribettt,3,NEGATIVE
"apk jelek banget loading terus padahal internet bagus, administrasi kesehatan kek gini memperibet",1,NEGATIVE
ok,5,POSITIVE
"tiap hari senin eror mulu, kasian pasien nunggu lama",1,NEGATIVE
woooiiii .. udh pembaharuan mlh ga bs masuk bnjiiiirrr !!!,1,NEGATIVE
"knpa ini akun keluar2 sendiri.. pas login lagi ga bisa2 .. padahal sinyal bagus tp yg katanya captcha salah kek, nik salah kek, sandi salah kek .. pdhal bener semua .. karna saya save sandi jd gak mungkin banget saya lupa karna saya lihat gak ingat2 __ pd",1,NEGATIVE
"dari awal download stelah update ga bisa masuk aplikasi dikarenakan capcha tidak muncul, bagaimana ini solusinya ????????????????????????????",1,NEGATIVE
"ribet sumpah kalo udh daftar sesuai data nomor HP dan lain lain mintak ,nomor lain pulak yang di kasih di mintak ganti harus hubungin ribet kali katanya nunggu besok udh di tunggu gk ada jawaban mau ngurus aja ribet amat . kalo bisa buat lah di profile it",2,NEGATIVE
"Tak bisa login, eror parah",1,NEGATIVE
aplikasi sering keluar sendiri,1,NEGATIVE
sering gangguan saat benar-benar di butuhkan...,1,NEGATIVE
mau daftar tapi captcha nya tidak mau muncul sudah dicoba berkali-kali,1,NEGATIVE
Tolong adain lagi fitur screenshot di aplikasi. biar lebih gampang klo mau tolong ambilin no antrian punya sodaraaaaaaaa,4,NEGATIVE
gajelas kode captcha ga muncul gabisa login,1,NEGATIVE
tolol,1,NEGATIVE
"Tiap mau buka aplikasi, susahnya minta ampun. Minta password, sdh bener passwordnya tetap salah katanya. Harusnya memudahkan tapi malah memusingkan",1,NEGATIVE
"aplikasi nya sering keluar sendiri tiba tiba, mana kadang pas selesai ambil nomor antrian lagi keluarnya..",5,NEGATIVE
"benahin aplikasi mau masuk error , tolong di perbaiki lagih",1,NEGATIVE
aplikasi sampah udah login malah keluar sendiri,2,NEGATIVE
"Kenapa ngebut ya, tolong aplikasinya di tingkatkan lagi",1,NEGATIVE
"akhir"" ini tiap mau periksa jam 9 pagi aplikasi trouble terus,sampai ijin kerjaan jadi sampai setengah hari",1,NEGATIVE
suka lemot,3,NEGATIVE
apk setiap senin pasti Eror,1,NEGATIVE
"aplikasi apaandah, selaluu ajaaa server gangguan dri kmrin2 udah pake 2 HP tpi gangguan terus2an!!!!!!!!!!!!!! menghambat org daftar ke poli ajaa ni aplikasiiiiiii",1,NEGATIVE
sering eror,1,NEGATIVE
kenapa bpjs .padahal iuran tak pernah telat tapi kena sangsi rehap.,3,NEGATIVE
"Aplikasinya g bisa d buka, cuma loading terus g abiz"", aplikasi apaan sih nie __",1,NEGATIVE
heran deh setiap mau daft eh keluar sendri trs gk bsa mulu lg....,3,NEGATIVE
"Sering Gangguan,ERORRRR",1,NEGATIVE
selalu logout sendiri dari aplikasi. payah,1,NEGATIVE
udah log in malah keluar2 Mulu di suruh log in LG bgtu terus ngulang2... keterangan log in di device yg berbeda.....jelas2 hp cm 1 slalu log in di hp yg sama...jgn banyak pembaruan apk klo jd nya nambah ribet,1,NEGATIVE
kenapa hari ini saya tidak bisa login?apakah ada kendala dengan mobile JKN?,1,NEGATIVE
"tdi pagi jam 7an saya buka aplikasi JKN mobile masih aman, skrng knp buffering ini kebetulan saya mau daftar k klinik, barusan loading melulu",2,NEGATIVE
"entah kenapa sekarang aplikasi kya gni gampang banget logout sendiri klo ga di buka"" apl nya , ini sungguh menyusahkan sekali apalagi bagi orang yang pelupa karna klo mau login harus ingat pasword nya , belum lagi sering eror , kejadian pas aku udh daptar",3,NEGATIVE
dari bulan lalu belum bisa login kembali mohon ditindak lanjuti karna penting untuk daftar kepoli pertama,1,NEGATIVE
"Banyak Bag nya,lemot dan kadang keluar sendiri,mohon perbaiki lebih aman,nyaman dan lebih responsif. mohon segerakan di update lagi namun untuk menu dan yang lain nya pertahankan. hanya kadang sering error dan bag,keluar sendiri.",2,NEGATIVE
"kalo bikin aplikasi yg niat lah .jangan asal ada aja ..terus aja suruh login ,susah di akses ,gagal terusss . lagi butuh tapi gabisa digunakan .!! Ganti lebih baik lahh jangan asal2an",1,NEGATIVE
bagus,5,POSITIVE
Susah log in anehh,1,NEGATIVE
kok error gak bisa daftar ya,3,NEGATIVE
aplikasi broken,1,NEGATIVE
kenapa akhi akhir ini sering trouble. mau buka aplikasi kadang keluar sendiri dan harus log in lagi,3,NEGATIVE
"habis update malah ngga bisa login akun otomatis keluar, dicoba login ngga bisa",1,NEGATIVE
"aplikasi ampas, server offline mulu",1,NEGATIVE
"gak bisa login, kalo update bisa lah jangan bikin log out akun susah buat masuk wooyy, padahal internet kenceng nik, password, captcha bener malah gak bisa log in payaaaahh",1,NEGATIVE
aplikasi pemerintah lemotnya minta ampun parrrraaaahhhhhh,1,NEGATIVE
"dikit2 gangguang dikit2 gangguan apasih???? tolong dongg di perbaikiii!!!!!!!!!!!!! __ pake kuota pke wifi selalu gangguan2 terusss, server bermasalah lah, apalah ini lahhh GEDEGGG BANGETTT DAHH!!!!!!!! di perbaiki dongggg ahh gimana sihhh",1,NEGATIVE
ngelag bgt jembot,1,NEGATIVE
sekarang jkn keluar sendiri udah di login kembali gak bisa terus gak bisa kebuka .pdahal wifi/kouta aman gimana ini?semoga bisa diperbaiki segera mungkin,3,NEGATIVE
"ini apk tolong software di upgrade, sangat susah untuk login",1,NEGATIVE
Aplikasi dari instansi pemerintah selalu ujung-ujungnya gak beres. Kenapa kartu JKN malah gak tampil???,1,NEGATIVE
"Sering banget error, padahal jaringan aman. kesel banget klo udah buru-buru tapi aplikasi nya ga bisa kebuka. gangguan terus",1,NEGATIVE
"sepertinya aplikasi mobile jkn semakin membaik terbukti dr penggantian faskes semakin mudah, gak seperti dlu sulit bgt utk mengganti faskes",5,POSITIVE
membantu dan baik,5,POSITIVE
baik,5,POSITIVE
aplikasi jelek,1,NEGATIVE
kenapa tidak bisa membuka jadwal kontrol? apakah maintenance?,3,NEGATIVE
mudah dan cepat tapi agak berat,5,POSITIVE
"setiap kali berobat dia minta login, dan selalu salah katanya. keburu mati yg mau berobat.",1,NEGATIVE
"TOLONG UNTUK HALAMAN LOGIN, TIDAK PERLU MENGGUNAKAN CHAPTCA YANG TIDAK TERBACA OLEH ORANG TUA. BANYAK JUGA PENGGUNA APLIKASI INI DARI KALANGAN ORANG TUA DAN LANSIA. TOLONG DI PERTIMBANGKAN SECARA SADAR",1,NEGATIVE
pindah faskes sangat mudah,5,POSITIVE
ok,5,POSITIVE
tolong tambahkan dark mode supaya lebih mudah digunakan bagi yang mengalami sakit mata,3,NEGATIVE
Good,5,POSITIVE
terimakasih jkn mobile tutorial seputar bpjs kesehatan di channe senang berbagi Indonesia. bantu subscribe ya.,5,POSITIVE
sangat membantuu__,5,POSITIVE
membantu,5,POSITIVE
buat apa ada aplikasi kalo misalnya cara masuknya aja susah banget,1,NEGATIVE
good job,5,POSITIVE
bagus,5,POSITIVE
lebih mudah tidak perlu ke kantor,5,POSITIVE
"kok skrng sy tdk bisa mengakses akun jkn sy? sy mau memperbaiki sandi sy tapi, tiap kali aplikasinya di buka selalu eror. Tolong bantu penanganan nya",4,NEGATIVE
"lemot banget, loading aja luama",3,NEGATIVE
ini gimna ya..skrng aplikasi GK bsa d screenshot...smentra log in cuma bsa d 1 akun 1 KK..JD ketika hp d bawa kerja smentra yg brobat orng rumah JD susah..,2,NEGATIVE
"App Sampah, untuk melakukan verifikasi SMS butuh waktu yang sangat lama, Kalau belum siap beralih ke digital ga usah maksain",1,NEGATIVE
"dulu bagus ..sangat membantu memudahkan untuk ambil antrian,tapi sekrg kok susah bgt .. ada apa? akhir2 ini sulit banget buat daftar nomer antrian",4,NEGATIVE
"sudah punya akun,tp pas mau diaktifin lagi gabisa gagal terus,pdhl sandi no nik sudsh benar",2,NEGATIVE
Bagus,5,POSITIVE
"mau ambil antrian harus isi skrining dulu, mana lgh 9 step____",2,NEGATIVE
suka eror buat daftar faskes,1,NEGATIVE
terbaik sangat memuaskan,5,POSITIVE
seringkali logout sendiri dan loginnya tombol masuknya tidak fungsi.,1,NEGATIVE
baguss,5,POSITIVE
error parahm..masa nggak bisa log in terus...membagongkan...bikin pusing...bukan bikin mudah,1,NEGATIVE
"Sangat membantu, menu nya udah cukup banyak. Gak perlu ambil antrean offline lagi, mau ngubah kelas juga tinggal pencet, gak perlu dateng ke kantor asal tunggakan bulan berjalan sudah dibayar.",5,POSITIVE
"Aplikasinya bagus,praktis dan bermanfaat.. sangat membantu",5,POSITIVE
sangat memudahkan para pengguna BPJS,5,POSITIVE
sangat membantu dalam segala hal tentang kesehatan,5,POSITIVE
"Puas dengan penanganan BPJS kesehatan, lebih cepat lewat Pandawa,atau aplikasi JKN... status kepesertaan anak saya bisa aktif lagi, Alhamdulilah terimakasih Pandawa dan Mobile JKN,KLO bisa jangan nunggu satu bulan setelah pindah fakes..",5,POSITIVE
mau masuk akun susah bngt dikenakan udh masuk akun 3 skrg bikin akun kudu 1 nik.giliran mau masuk nik 1 nya Mlah GK bisa.. tlong donk permudah Kasin jg yg GK punya hp buat mintak tolong masuk JKN JD GK bisa ..buat dftr online..,3,NEGATIVE
akun saya buat login tidak bisa min karena udah login dengan akun yang berbeda 3 kali,1,NEGATIVE
data terkunci susah buka,5,NEGATIVE
Mempersulit,1,NEGATIVE
mantap,5,POSITIVE
"aplikasi gak bermutu,sangat2 tidak membantu",1,NEGATIVE
"apk udah bagus dan sangat memudahkan cuma kendala untuk verifikasi nomor via sms lamanya minta ampun, kedepannya tolong di perbaiki lagi",5,POSITIVE
"dr bulan lalu log out sendiri, masuk lagi Captcha nya gak keluar cuma muter aja, gimana dong __",1,NEGATIVE
Sangat Membatu,5,POSITIVE
"gak jelas tiba-tiba bpjs saya di non-aktifkan padahal saya dari golongan tidak mampu, sementara tetangga_ saya yang punya duit masih pada aktif bpjsnya, kocak_ kecewa berat sih... padahal saya udah seneng bisa punya bpjs, kalo sakit udah gak perlu mikirin",1,NEGATIVE
sy akan menggunakan aplikasi ini juga ok.,5,POSITIVE
sang a ton me Bantu until kesehatan,5,POSITIVE
sangat membantu,5,POSITIVE
membantu bgt buat keluarga kecil kita.trimakasih pemeritahan indonesia,5,POSITIVE
is the best __,5,POSITIVE
"busuk ! aplikasi dari pemerintah kenapa selalu begini ! di suruh online tapi pas udah online dipersulit, sebelumnya tiba2 disuruh perifikasi apalah katanya ada maslah padahal di pake juga jarang, sekarang sering log out sendiri harus masuk ulang berkali2",1,NEGATIVE
"berulang kali masuk kembali ke aplikasi tidak bisa. berulang kali minta kode Verifikasi, tapi tidak dikirim kirim. bagaimana ini? sedangkan pembayaran BPJS tiap bulan dipotong dari perusahaan. kartu tidak ada. aplikasi tidak dapat digunakan. sangat merugi",1,NEGATIVE
"setalah up date peserta d aplikasi header masih muncul status "" anggota keluarga non aktif "",padahal sdh aktif semuanya,tolong segera d perbaiki",3,NEGATIVE
"tolong solusinya, bagaimana jika akun JKn tidak bisa login karena perangkat saya sudah digunakan untuk login oleh lebih dari 3 NIK yang berbeda, terima kasih:)",4,NEGATIVE
"mau login susah...padahal NIk sudah benar,trus gmn?aplikasi gak jelas",1,NEGATIVE
sangat sulit untuk login,2,NEGATIVE
GK bisa login,1,NEGATIVE
"Tolong dong kalau setiap update jangan tbtb ke logout sendiri,kasian yang lupa sama paswordnya",1,NEGATIVE
ok,4,POSITIVE
Simpel,5,POSITIVE
ini mau login susah banget data yang terdaftar sudah saya masukin password sudah benar nik kependudukan SDH benar tapi pas mau masuk salah bingung lama lama,2,NEGATIVE
saya mau verifikasi udh beberapa hari beberapa kali..mau minta otf permintaan anda belum dapat di proses terus gimana ini saya mau daftar online...,1,NEGATIVE
mudah pengoperasian nya,5,POSITIVE
ganti faskes lebih gampang,5,POSITIVE
sangat membantu,5,POSITIVE
aplikasi sangat membantu,5,POSITIVE
best,5,POSITIVE
sangat membantu,5,POSITIVE
mantap,3,POSITIVE
mudah,5,POSITIVE
sangat tidak memuaskan aplikasi ini,1,NEGATIVE
Sangat membantu,5,POSITIVE
good,5,POSITIVE
"udah pernah terdaftar,udah pernah dipake,,dan bisa bisanya log out sendiri,tp saat coba mau digunakan masuk dan masukan no NIK, tertulis no NIK tidak terdaftar,ya ampun payah sekali,entah gimana caranya masuk lagi",3,NEGATIVE
antab,5,POSITIVE
bisa lebih mudah dalam berobat,5,POSITIVE
sumpah min ini gjls bgt aku lupa sndi tpi PAS disuruh lewat SMS malah ga keluar trs gjls bgt,1,NEGATIVE
mobile jkn sangat bagus sekali sangat membantu kami,5,POSITIVE
memudahkan pelayanan,5,POSITIVE
membantu,5,POSITIVE
"miris lupa sandi, ingin meriset sandi, no telpon dan email benar tidak pernah di tukar, namun saat ingin riset bisa2nya sistem bilang salah terus, angka yg pakai **91 itu pdhal sudah betul nomor nyaaa, gimna si aplikasi nya mempersulit doang",1,NEGATIVE
aplikasi jelek sering log out sendiri,1,NEGATIVE
"aplikasi aneh , tiba tiba logout , skrg semua pendaftaran harus online , sedangkan aplikasinya butut , lagi daftar tiba_ logout atau ga ngelag , aplikasi lemootttttttt",2,NEGATIVE
"sangat mudah kita tidak perlu jauh jauh kekantor BPJS cukup dirumah sudah bisa ngurus perpindahan faskes, sangat bermanfaat terimakasih",5,POSITIVE
baru download mudah -mudahan sesuai dengan baik dan bijak,5,POSITIVE
"bayar tagihan hanya beranggotakan 2Orang, knp jdi beranggotakan 4Orang? ga sesuai niih BPJS sma datanya",3,NEGATIVE
sekali terimakasih JKN mobile,5,POSITIVE
membantu untuk mengetahui informasi sekila bpjs,4,NEGATIVE
ok juga,5,POSITIVE
mudah cepat ramah,5,POSITIVE
sangat membantu,5,POSITIVE
"saya tidak bisa login di akun saya sendri,ada apa dengan jkn,saya sudah melakukan pengisian nik KTP dan no telp yg terdaftar,namun mentok di logo chaptcha tidak mau muncul",1,NEGATIVE
aplikasi yg sangat bagus sangat membantu,5,POSITIVE
"aplikasi tolol....code virifikasi sampai berkali kali gak di kirim,sistem tolol...pak prabowo atau mentri yg berwenang tolong sistem ini di perbaiki",1,NEGATIVE
"saat verifikasi otp, selalu gagal",1,NEGATIVE
bagus sangat bermanfaat,5,POSITIVE
sangant membantu kami yang sangat membutuhkan bantuan kesehatan,5,POSITIVE
"cepat dan tepat,memudahkan untuk ambil no. antrian saat mau berobat. terima kasihh",5,POSITIVE
"download jkn karena kaget liat tunggakan sampe 800 rb dichat wa sama pihak bpjs padahal user cuma saya sendiri . pas udah daftar jkn ternyata 450rb . ga ngerti kenapa bisa miss kayak gini, customer service nya makan gaji buta . BTW yg chat di wa pihak BPJ",5,NEGATIVE
"makin kesini makin susah diakses akunnya sering keluar sendiri dan klau loging pake nik sll gagal padahal demi mempermudah sdh saya aktifkan biometrik tp tetap sll logout sendiri , mhn diperbaiki lg jgn smakin dibuat ribet klu pake sms hars ada pulsa",2,NEGATIVE
memuaskan,5,POSITIVE
saya tidak harus pergi ke kantor cabang krna jaraknya sangat jauh terimakasih telah memudahkan semuanya,5,POSITIVE
sudah lebih baik,5,POSITIVE
bagus,5,POSITIVE
nggak bisa login karena ketika mau log in captcha nya muter muter terus mohon diperbaiki,3,NEGATIVE
"logout terus ,verifikasi kode harus ada pulsa tolol",1,NEGATIVE
terbaik,5,POSITIVE
"kenapa ingin pindah faskes ajh itu harus nunggu 1 mingguan baru bisa berobat di faskes yg baru . sedangkan sya ingin brobat langsung , di faskes lama itu dari segi pelayanan dokter tdk puas dn obat yg di kasih ny pun seperti itu_ ajh . mangka ny sya mau p",2,NEGATIVE
Bagus,5,POSITIVE
aplikasi aneh,1,NEGATIVE
"kasihan para duta jkn, tnp difasilitasi apa - apa dan mrk hny malah mndapat job tambahan, ngurus aplikasi yg tiada akhir kendala nya + aplikasi malah membuat pengantar pasien tmbh pusing.",1,NEGATIVE
tolong kalian perbaiki sistem aplikasi kalian daftar aja susah nya minta ampun. parah kalian tu,1,NEGATIVE
sangat bermanfaat,5,POSITIVE
Sangat membantu dalam prosese pengobatan.,5,POSITIVE
"aplikasi aneh ,,, tau tau long out sediri , kaya longin gampang ,,apa gunanya ada pembaruan , klu cuman nyusahin",1,NEGATIVE
bagus,5,POSITIVE
baik,5,POSITIVE
semoga langgeng,5,POSITIVE
"Bulan kemaren di liat tagihan gak muncul"",eh pas di buka bulan ini jadi nunggak 2 bulan,aplikasinya eror gak jelas,,akhirnya kartu gak bisa di pake buat rawat jln,bln skrang udh di bayar tagihan nya,eehhh masih muncul tagihan nya,tp kartu bisa di buka,gak",4,NEGATIVE
semoga selalu lancar cepat dan terintegrasi,5,POSITIVE
luar biasa,5,POSITIVE
"Penting diaplikasi mohon diperhatikan dalam kolom pelayanan yang tersedia hanya bisa mengisi pesan dan kesan, tidak ada tempat untuk bertanya kepada dokter.Padahal saya ingin memastikan langsung kepada dokter yang sudah saya temui agar tidak terjadi kesal",2,POSITIVE
pemakaiannya sangat mudah,4,POSITIVE
aplikasi jelek banget layanya gk sesui udah di isi dll ttp aja susah heran bikin kouta bangkrut . buang_paketan aja 1000x ttp aja susah iklan banyak kacau ini apk,1,NEGATIVE
